id,poem1,poem2,dataset1,dataset2,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
422053fc-cb10-4aee-a662-2978a8659d7f_0,"“ mother , ” i cried , “ can you forgive ? ”<br>with faltering step i went to her ,<br>and never a word did mother speak ,<br>but the salt grew wet on her glowing cheek ,<br>and joy came back to us .","why god , he slight , what still it brings he “ concern <br>to praise ( he were with whole head softly bent <br>he wills him as he finds himself inclined <br>before him then look and the disguise",gutenberg,jhamtani,1,2,2,2,2,1,2,2,2,2
1ed867c6-4bd1-4a5a-9f88-a50bc16fa519_0,"a smoky rock had hung so sternly low<br>and silent, on this towering vale below<br>the forest in track on the natal shore<br>his accents fell, an angel was before","not knowing any second realization, <br>for giving me uncertainty about ! <br>are you i know my own annihilation, <br>but when i ever wanna cancel out. <br><br>the greatest mind is only taking place ! <br>has wasted life upon a human bubble. <br>have taken freedom from an empty space, <br>that never could create this logic puzzle.",deepspeare,hafez,1,2,2,2,1,1,1,2,2,2
4a550f00-2138-4297-b5f9-7bbbbdea0567_0,"she loves rich jewels that flash in the light ,<br>and revels in costly lace ,<br>and first in the morning , and last at night<br>she kisses one ring on her finger white ;<br>( how came those tears on my face ? )","bind up , bind up your dark bright hair<br>and hide the smouldering sunken fire .<br>let it be held no more than fair ,<br>nor yourself guess how rare , how rare<br>its movement , colour and deep fire .",gutenberg,gutenberg,2,1,2,1,2,1,1,2,1,1
f9c13625-6891-43c9-b375-021c40c9e13c_0,"oh , come with me , and let us go<br>beyond the sunset lying low ,<br>beyond the twilight and the night<br>into love 's kingdom of long light<br>over the hills and away .","saw ye my saviour ? heard ye the glad sound ?<br>felt ye the power of the word ?<br>‘ twas the truth that made us free ,<br>and was found by you and me<br>in the life and the love of our lord .",gutenberg,gutenberg,1,1,1,1,1,1,1,1,1,1
0efaea79-7674-4d60-94a8-db9957a0a298_0,"nor can we find all much as i must say<br>yet was the woman such as he was fast<br>and she to know that, he might try his way<br>and she most blest, all ev'ry thing to rest","weather , and i 'll be a boy , <br>for i know you , dear , <br>i 'm sure you 're not afraid . ” <br>“ i 'll work , ” she said ,",deepspeare,ngram,1,2,2,2,1,1,2,1,1,1
59c20a0c-5122-4138-b85b-23f894b76c7d_0,"the people from behind melinda gates, <br>are causing unemployment compensation ! <br>not like awareness month united states ! <br>it needs no greater moral obligation. <br><br>or any social alcohol addiction, <br>to fill a mental health facility. <br>we only need a ten percent prescription ! <br>and criminal responsibility.","yet at that censured time no heart was rent<br>or feature blanched of parent , wife , or daughter<br>by hourly blazoned sheets of listed slaughter ;<br>death waited nature 's wont ; peace smiled unshent<br>from ind to occident .",hafez,gutenberg,1,1,2,1,1,2,1,1,1,1
6ef0d0e4-60f9-49b3-a99d-5ec7d0d4ca97_0,"besides , what vexed us worse , we knew ,<br>they have no need of such as you<br>in the place where you were going :<br>this world has angels all too few ,<br>and heaven is overflowing !","but the our destroy ’ bring , love , and they friendless by the myrtle ;<br>drink flowers saying from the flocks spring ,<br>themselves with folded deeds and content .<br>and as we wisely mean ,<br>our boys in anxious success ,<br>we yet can n't good",gutenberg,lstm,2,2,2,1,1,2,1,1,1,2
3b611cd4-1cf0-4cf6-a3a0-0486b4e6cf2d_0,"then , why art thou here , my bird ,<br>away from thy young , helpless brood ?<br>“ to pay thee with a song ,<br>just to let me pass along ,<br>nor harm me , as i look for their food ! ”","until i started writing memoir here,<br>in this apartment, in my life) i go,<br>again and once again... and always hear,<br>again, the same exact details: the door,<br>the table. i forget about myself,<br>forget that table ( maybe it is war,<br>i always wonder) open to the shelf,<br>about to open, maybe slamming shut,<br>because... another table! open what.",gutenberg,true_poetry,2,2,2,1,1,1,2,2,1,1
cc09d54b-a433-4f84-b2c3-aa5098e2c6e9_0,"before he painted it, that people knew,<br>before he painted something, even) you,<br>in your perfect design for me. you who,<br>before i ever tasted you ( okay,<br>before we met and during many times,<br>before i ever touched you) ever- they,<br>the brothers, painted me, before the crimes.<br>before the crimes, the painting, after. you,<br>before and after, even, painted to.","i will fight france with you , dumourier ;<br>i will fight france with you , dumourier ;<br>i will fight france with you ,<br>i will take my chance with you ;<br>by my soul i 'll dance a dance with you , dumourier .",true_poetry,gutenberg,1,2,2,1,1,1,1,2,1,2
f717e55d-d834-45b6-9b34-bfc3ff79b8dd_0,"o , sweet , sweet ! my heart is still <br>to let my soul be given . <br>my heart is a little space , <br>and i am not so proud ,","youth and health will be but vain ,<br>beauty reckoned of no worth :<br>there a very little girth<br>can hold round what once the earth<br>seemed too narrow to contain .",ngram,gutenberg,1,2,1,1,1,2,1,1,1,1
de452c55-8261-4ed6-925a-aa2edc216263_0,"when all the world is near and far , <br>and the world 's perfume make a song , <br>and the birds shall fall on the wing , <br>the sweet hues of the world is near ,","remember early days without beginning, <br>the very greatest moment you pursued ! <br>so soon an ancient story started bringing ! <br>but even though no one remained renewed. <br><br>we spent a hundred thousand souls acquired. <br>not any single question ever drew, <br>was there too many people getting fired ! <br>my heart began to possibly pursue.",ngram,hafez,2,2,2,2,2,1,2,1,1,2
fa29d836-b25f-403d-8a47-9b7001dca680_0,"it was the merest chance we met :<br>i could not find a word to say ,<br>and she was silent too — and yet<br>for hand and lips i dared to pray —<br>and margaret did not say me nay .","the golden- golden sun, is shining, shines,<br>divine, divine. and over there on none,<br>because the darkness covers them. the vines,<br>the flowers, are alive. and even though,<br>because the sunlight covers us. the sun,<br>the holy sun. because the sunlight' glow,<br>the glory shining over there on one,<br>because the sunlight over there is bright.<br>and over there on even, shining right.",gutenberg,true_poetry,2,2,2,2,2,2,2,2,2,2
77a54105-8063-4c25-92fc-c10abe957379_0,"his mother then did give jack some advice ,<br>to her son a thief , who was not o'er nice ;<br>says she — “ fight your way , jack , and stand the brunt ,<br>you 're of no use , my child , without the blunt ,[ 10 ]<br>foddy , loddy , high o . ”","who is my father , who , in this fair land , <br>what is the thing you say , <br>to the little lady , <br>the young man who came to all his soul",gutenberg,ngram,2,2,2,1,2,2,1,1,2,2
9e1e84ba-33d8-4a7f-9167-cbe0849c4203_0,"the clocks are chiming in my heart<br>their cobweb chime ;<br>old murmurings of days that die ,<br>the sob of things a-drifting by .<br>the clocks are chiming in my heart !","however, only see inside the lake,<br>and cannot see the bottom of the tree,<br>although the water almost always) take,<br>because of this transparent water. this,<br>however, only happens when it shines.<br>because the sunlight cannot pass from piss,<br>however, water cannot be the signs.<br>because the sunlight cannot enter, there,<br>however cannot also be the air.",gutenberg,true_poetry,2,1,1,1,1,2,1,2,1,1
2ec7da55-6ea6-44a9-88e4-7fc5658a4cc3_0,"come to the hills , the woods are green —<br>the heart is high when love is sweet —<br>there is a brook that flows between<br>two mossy trees where we can meet ,<br>where we can meet and speak unseen .","no pangs of rest in bitter joys of shame<br>or till light winds that drove them by her bow<br>falls o'er, and go back to the rank below<br>and, from god's orders on the awful time",gutenberg,deepspeare,1,1,1,2,1,1,1,1,1,1
8f91f768-7b19-492c-8f75-f9ec61c288f2_0,"because) he always answered better, more,<br>perhaps, because he always answered( track,<br>before and after, progress, any score,<br>before, before the picture, any, all,<br>before the pictures ever happened) he,<br>because the picture always happens small,<br>because the picture always happened free,<br>because he only answered free because,<br>because, because. because because he draws.","for what can ever give us back again<br>the dear , familiar things of every day ;<br>the loved and common language that we share ;<br>the trivial pleasures ; and , when children play ,<br>their laughter , and the touch of hands ; and jests ; and common care ?",true_poetry,gutenberg,2,2,2,1,1,2,2,1,2,1
17381180-c948-4ff5-b0bc-80131b81ee3e_0,"be careful what follies you toss in life 's sea .<br>on bright dancing billows they drift far away ,<br>but back on the nemesis tides they may be<br>thrown down at your threshold an unwelcome day<br>be careful what follies you toss in youth 's sea .","to know what happened under silver crystal. <br>or when this heavy iron plastic shield, <br>is slowly breaking through electric sickle ! <br>too many open arms are tightly sealed. <br><br>another hundred thousand dollar tags ! <br>my tiny little rusty letters patent ! <br>the water running over leather bags, <br>and being frightened by a lion rampant.",gutenberg,hafez,1,2,1,1,1,2,2,2,1,1
874d4b5d-a620-4f4c-a597-11208e12fb71_0,"like, talking into headsets) i was told,<br>before beginning any job that hot,<br>before beginning any work that sold,<br>before applying any pressure, you,<br>whoever hired me must also tell,<br>must also promise never, under to,<br>above whatever standard was in sell,<br>to tell the person hiring you that, while,<br>perhaps because of your genetic file.",that is the sin of life and left<br>and one might he with bowed and laid<br>their into life 's cloudless morning ;<br>not with quiet wings turns dreams light<br>the mighty heart with the heart 's desire<br>seemed that little day ;<br>young received side had paid for before,true_poetry,lstm,1,1,2,2,2,2,2,2,1,2
ca402351-edd9-48ec-8f85-340e288052a8_0,"and those who were good shall be happy : they shall sit in a golden<br>chair ;<br>they shall splash at a ten-league canvas with brushes of comet 's hair ;<br>they shall find real saints to draw from — magdalene , peter , and paul ;<br>they shall work for an age at a sitting and never be tired at all !","we lie a lake , above the battle ground <br>the sunshine o'er the forest of the night <br>a lonely sound at the long murdered note 'd <br>a single wove a purple flashes bow 'd",gutenberg,jhamtani,2,2,2,1,2,1,2,2,1,1
7686f09e-0aa6-4428-a61e-4c1cef86c594_0,"the sunny showers , the dappled sky ,<br>the little birds that warble high ,<br>their vernal loves commencing ,<br>will better welcome you than i<br>with their sweet influencing .","and those that were good shall be happy : they shall sit in a golden<br>chair ;<br>they shall splash at a ten-league canvas with brushes of comets ’ hair ;<br>they shall find real saints to draw from — magdalene , peter , and paul ;<br>they shall work for an age at a sitting and never be tired at all !",gutenberg,gutenberg,2,1,1,1,1,1,1,1,1,1
fcadca25-2e53-4125-b296-86caa42552a5_0,this is the spot :— ‘ tis here tradition says<br>that hopeless love from this high towering rock<br>leaps headlong to oblivion or to death .<br>oh ‘ tis a giddy height ! my dizzy head<br>swims at the precipice — ‘ tis death to fall !,"andromache ! my tears , my freedom now resolv 'd <br>outside the beauty of the world <br>and still in manners finds his brightest mind <br>now matchless , and his peaceful charms address 'd",gutenberg,jhamtani,1,1,1,1,1,1,1,1,1,1
32b8e252-999e-497a-80e1-e6a06d76e8c6_0,"what is the time of love , <br>the world shall be a living creature , <br>and i am not a man . <br>the poet 's little one , a little boy ,","saw ye my saviour ? heard ye the glad sound ?<br>felt ye the power of the word ?<br>‘ twas the truth that made us free ,<br>and was found by you and me<br>in the life and the love of our lord .",ngram,gutenberg,1,1,1,1,1,1,2,1,1,1
eeaae3a3-cacc-4123-8f79-3166b6af1fe9_0,"the sun was in the forest , <br>the stars have shut the sky , <br>and the wild winds come and go again , <br>and the forest of the stars , the green , the dew ,","can never post apocalyptic fiction. <br>or maybe only yesterday today ! <br>too busy sitting at nebraska lincoln, <br>and getting money over alan kay. <br><br>a little military strategy, <br>to join my very own biology ! <br>another human plant anatomy, <br>the world with positive psychology.",ngram,hafez,1,1,2,1,1,1,1,1,1,2
68c54baf-b746-4641-9ec6-f17b9fb464c4_0,"they might have given me the fortune teller, <br>to see another communist aggression ! <br>no one was only visiting professor ! <br>i never even wanted former chairman. <br><br>not yet too busy making morris hunt ! <br>an overall responsibility, <br>or nothing on a patriotic front ! <br>my life is like a boston symphony.","whether my heart with hope or sorrow tremble ,<br>thou sympathizest still ; wild and unquiet ,<br>i fling me down ; thy ripple , like a river ,<br>flows valleyward , where calmness is , and by it<br>my heart is floated down into the land of quiet .",hafez,gutenberg,2,2,1,2,2,2,2,1,2,2
